Source,Target,Start,start,end
The American Wing,5892,1928,1928,1928
Greek and Roman Art,737314,2011,2011,2011
Drawings and Prints,657734,1963,1963,1963
"Arts of Africa, Oceania, and the Americas",315239,1987,1987,1987
Photographs,290331,1994,1994,1994
Drawings and Prints,626312,1953,1953,1953
Costume Institute,78985,1996,1996,1996
Egyptian Art,559747,1926,1926,1926
Drawings and Prints,409120,1981,1981,1981
The American Wing,6475,1971,1971,1971
Drawings and Prints,353744,1970,1970,1970
Asian Art,43969,1902,1902,1902
Asian Art,46161,1914,1914,1914
European Sculpture and Decorative Arts,228516,1957,1957,1957
Drawings and Prints,386232,1925,1925,1925
Ancient Near Eastern Art,326942,1984,1984,1984
Egyptian Art,553619,1922,1922,1922
Drawings and Prints,775691,1968,1968,1968
Drawings and Prints,356927,1987,1987,1987
Modern and Contemporary Art,483182,1984,1984,1984
Asian Art,38936,1987,1987,1987
European Sculpture and Decorative Arts,197618,1934,1934,1934
Drawings and Prints,378955,1923,1923,1923
Costume Institute,120642,1941,1941,1941
European Sculpture and Decorative Arts,230843,nan,nan,nan
"Arts of Africa, Oceania, and the Americas",313988,1979,1979,1979
Drawings and Prints,735313,1930,1930,1930
European Sculpture and Decorative Arts,217664,1909,1909,1909
Drawings and Prints,824544,1946,1946,1946
Drawings and Prints,762315,1949,1949,1949
Greek and Roman Art,246164,1896,1896,1896
Islamic Art,444568,1891,1891,1891
Drawings and Prints,708698,1986,1986,1986
Drawings and Prints,660634,1937,1937,1937
"Arts of Africa, Oceania, and the Americas",312586,1979,1979,1979
Islamic Art,452127,1970,1970,1970
European Sculpture and Decorative Arts,224748,1936,1936,1936
Photographs,277951,1994,1994,1994
Photographs,685449,1970,1970,1970
Drawings and Prints,387912,1954,1954,1954
Drawings and Prints,337483,1971,1971,1971
Egyptian Art,546675,1915,1915,1915
Egyptian Art,560985,1926,1926,1926
Islamic Art,449291,1938,1938,1938
Costume Institute,107623,1981,1981,1981
European Sculpture and Decorative Arts,227465,1949,1949,1949
Drawings and Prints,679714,1954,1954,1954
Greek and Roman Art,254610,1948,1948,1948
Egyptian Art,558507,1904,1904,1904
Costume Institute,174007,2009,2009,2009
Arms and Armor,25568,1904,1904,1904
Arms and Armor,23864,1936,1936,1936
Drawings and Prints,813091,1986,1986,1986
European Sculpture and Decorative Arts,213787,1908,1908,1908
Drawings and Prints,726920,1963,1963,1963
Drawings and Prints,371521,1917,1917,1917
Drawings and Prints,406647,1963,1963,1963
Modern and Contemporary Art,480339,1908,1908,1908
Drawings and Prints,353409,1942,1942,1942
Drawings and Prints,853782,1946,1946,1946
Islamic Art,125688,1940,1940,1940
Arms and Armor,30192,1936,1936,1936
Greek and Roman Art,740044,2011,2011,2011
Costume Institute,90371,1909,1909,1909
Drawings and Prints,692571,1963,1963,1963
Egyptian Art,560070,1930,1930,1930
Asian Art,38108,1942,1942,1942
Photographs,742809,2016,2016,2016
Greek and Roman Art,246186,1896,1896,1896
Greek and Roman Art,676733,2011,2011,2011
Drawings and Prints,638233,1951,1951,1951
Arms and Armor,25610,1908,1908,1908
Ancient Near Eastern Art,327634,1999,1999,1999
Asian Art,851421,2021,2021,2021
Ancient Near Eastern Art,327699,1999,1999,1999
Drawings and Prints,710802,1974,1974,1974
Photographs,701991,2012,2012,2012
The American Wing,14755,1920,1920,1920
Drawings and Prints,781960,1963,1963,1963
Costume Institute,105657,1978,1978,1978
Drawings and Prints,388346,1968,1968,1968
Drawings and Prints,389519,nan,nan,nan
Photographs,265149,1987,1987,1987
Drawings and Prints,373176,1979,1979,1979
Greek and Roman Art,764548,2011,2011,2011
The Cloisters,468550,1958,1958,1958
Egyptian Art,569048,1911,1911,1911
Drawings and Prints,386635,1953,1953,1953
Asian Art,36278,1986,1986,1986
Drawings and Prints,347966,1917,1917,1917
Costume Institute,81321,1999,1999,1999
Medieval Art,466071,1981,1981,1981
Islamic Art,768951,1948,1948,1948
Drawings and Prints,422285,1970,1970,1970
European Sculpture and Decorative Arts,188640,1902,1902,1902
Islamic Art,444329,1890,1890,1890
European Sculpture and Decorative Arts,229758,1982,1982,1982
Drawings and Prints,355255,1969,1969,1969
Photographs,270074,1958,1958,1958
Drawings and Prints,656213,1963,1963,1963
Drawings and Prints,681382,1985,1985,1985
Drawings and Prints,676091,1963,1963,1963
Drawings and Prints,357815,1956,1956,1956
Drawings and Prints,682914,1963,1963,1963
Drawings and Prints,393756,1953,1953,1953
Drawings and Prints,787675,nan,nan,nan
Asian Art,68985,1930,1930,1930
Modern and Contemporary Art,489829,1969,1969,1969
Drawings and Prints,389831,1949,1949,1949
Drawings and Prints,354331,1973,1973,1973
Drawings and Prints,734541,1963,1963,1963
Modern and Contemporary Art,480260,1908,1908,1908
Drawings and Prints,754109,1962,1962,1962
Costume Institute,123778,1943,1943,1943
Egyptian Art,545102,1922,1922,1922
Drawings and Prints,383099,2008,2008,2008
Drawings and Prints,418384,1923,1923,1923
Greek and Roman Art,670329,2011,2011,2011
Arms and Armor,654696,1917,1917,1917
Arms and Armor,28818,1943,1943,1943
Egyptian Art,562038,1920,1920,1920
Costume Institute,158476,2009,2009,2009
Ancient Near Eastern Art,327625,1999,1999,1999
Islamic Art,451237,1955,1955,1955
Arms and Armor,27130,1914,1914,1914
Egyptian Art,562302,1920,1920,1920
European Sculpture and Decorative Arts,218264,1909,1909,1909
Egyptian Art,571999,1913,1913,1913
Photographs,262576,1979,1979,1979
Arms and Armor,31503,1936,1936,1936
Drawings and Prints,391180,1966,1966,1966
The Cloisters,470618,1955,1955,1955
Drawings and Prints,695056,1963,1963,1963
Drawings and Prints,670797,1953,1953,1953
Photographs,262256,1978,1978,1978
Egyptian Art,559939,1928,1928,1928
Musical Instruments,505082,1889,1889,1889
European Paintings,437545,1965,1965,1965
Photographs,285031,2002,2002,2002
Asian Art,74598,2008,2008,2008
Costume Institute,87018,1962,1962,1962
Photographs,261852,1976,1976,1976
Greek and Roman Art,251119,1921,1921,1921
Drawings and Prints,831073,1951,1951,1951
Drawings and Prints,344686,1941,1941,1941
The American Wing,18825,2004,2004,2004
Drawings and Prints,369383,1972,1972,1972
Photographs,279277,1994,1994,1994
Drawings and Prints,626321,1926,1926,1926
Modern and Contemporary Art,483915,1985,1985,1985
Greek and Roman Art,255926,1989,1989,1989
Medieval Art,477309,1908,1908,1908
"Arts of Africa, Oceania, and the Americas",310014,1975,1975,1975
Arms and Armor,33523,1917,1917,1917
Drawings and Prints,418711,1962,1962,1962
Modern and Contemporary Art,481942,1979,1979,1979
Drawings and Prints,739050,1959,1959,1959
Greek and Roman Art,250220,1917,1917,1917
Arms and Armor,35270,1946,1946,1946
Asian Art,48136,1915,1915,1915
Drawings and Prints,819719,1963,1963,1963
Drawings and Prints,335306,1927,1927,1927
Drawings and Prints,336210,1919,1919,1919
Drawings and Prints,708929,1963,1963,1963
Drawings and Prints,662266,1937,1937,1937
European Sculpture and Decorative Arts,195297,1925,1925,1925
Drawings and Prints,681790,1963,1963,1963
Islamic Art,443879,1890,1890,1890
Asian Art,829400,2019,2019,2019
Costume Institute,86728,1980,1980,1980
European Sculpture and Decorative Arts,222408,1930,1930,1930
Ancient Near Eastern Art,323441,1936,1936,1936
The American Wing,15823,1995,1995,1995
European Sculpture and Decorative Arts,224807,1936,1936,1936
Drawings and Prints,376574,1961,1961,1961
Arms and Armor,24839,1956,1956,1956
The American Wing,15436,1950,1950,1950
The American Wing,11035,1929,1929,1929
The American Wing,13231,1970,1970,1970
European Sculpture and Decorative Arts,200823,1950,1950,1950
Photographs,276187,1994,1994,1994
Drawings and Prints,415184,1963,1963,1963
Drawings and Prints,338611,1994,1994,1994
Photographs,284319,2002,2002,2002
Egyptian Art,551768,1912,1912,1912
Egyptian Art,568426,1911,1911,1911
Drawings and Prints,843250,1946,1946,1946
Greek and Roman Art,251597,1924,1924,1924
European Sculpture and Decorative Arts,232305,1935,1935,1935
European Sculpture and Decorative Arts,226594,1941,1941,1941
Medieval Art,464450,1917,1917,1917
Egyptian Art,562514,1920,1920,1920
Costume Institute,110268,1983,1983,1983
Arms and Armor,22779,1929,1929,1929
Drawings and Prints,818244,1963,1963,1963
Drawings and Prints,381933,1923,1923,1923
Greek and Roman Art,251435,1923,1923,1923
Drawings and Prints,421285,1963,1963,1963
Egyptian Art,554750,1935,1935,1935
Costume Institute,96364,1979,1979,1979
"Arts of Africa, Oceania, and the Americas",314652,1983,1983,1983
Photographs,259987,1971,1971,1971
Drawings and Prints,852737,1933,1933,1933
Drawings and Prints,726271,2014,2014,2014
Arms and Armor,26027,1943,1943,1943
Drawings and Prints,826574,1924,1924,1924
Islamic Art,445819,1909,1909,1909
Costume Institute,86529,1978,1978,1978
Egyptian Art,545826,1964,1964,1964
Drawings and Prints,811133,1959,1959,1959
Photographs,685849,1970,1970,1970
Greek and Roman Art,243187,1874,1874,1874
Modern and Contemporary Art,485497,1990,1990,1990
European Sculpture and Decorative Arts,230491,2002,2002,2002
Greek and Roman Art,669717,2011,2011,2011
Drawings and Prints,786061,1950,1950,1950
Drawings and Prints,777523,2011,2011,2011
Drawings and Prints,897069,1924,1924,1924
Drawings and Prints,895991,1947,1947,1947
Costume Institute,141696,2008,2008,2008
Drawings and Prints,655339,1963,1963,1963
Robert Lehman Collection,460487,1975,1975,1975
Drawings and Prints,812553,1963,1963,1963
Drawings and Prints,662993,1920,1920,1920
Drawings and Prints,680842,2015,2015,2015
Modern and Contemporary Art,486571,1995,1995,1995
Drawings and Prints,391129,1919,1919,1919
Photographs,704879,2005,2005,2005
Drawings and Prints,748445,1963,1963,1963
Photographs,773440,2017,2017,2017
Musical Instruments,500643,1889,1889,1889
Photographs,274555,1994,1994,1994
Greek and Roman Art,244507,1874,1874,1874
Costume Institute,175254,2009,2009,2009
Ancient Near Eastern Art,327061,1985,1985,1985
Drawings and Prints,426412,1945,1945,1945
Drawings and Prints,379864,1923,1923,1923
Photographs,291970,1979,1979,1979
Drawings and Prints,386765,1938,1938,1938
Drawings and Prints,365638,1927,1927,1927
Drawings and Prints,424670,1963,1963,1963
Greek and Roman Art,254675,1951,1951,1951
Arms and Armor,31470,1936,1936,1936
Greek and Roman Art,670354,2011,2011,2011
Photographs,814788,1993,1993,1993
Drawings and Prints,361182,1920,1920,1920
Photographs,286891,1953,1953,1953
Drawings and Prints,435399,2014,2014,2014
Modern and Contemporary Art,499719,2013,2013,2013
Medieval Art,474945,1914,1914,1914
Drawings and Prints,344176,1945,1945,1945
Islamic Art,451800,1965,1965,1965
Islamic Art,448421,1930,1930,1930
Greek and Roman Art,252120,1926,1926,1926
Egyptian Art,561033,1926,1926,1926
Photographs,290250,1994,1994,1994
Drawings and Prints,356492,1953,1953,1953
Photographs,268255,1933,1933,1933
Asian Art,61962,1921,1921,1921
European Paintings,436003,1929,1929,1929
"Arts of Africa, Oceania, and the Americas",308327,1962,1962,1962
Drawings and Prints,727164,1962,1962,1962
Photographs,290057,1994,1994,1994
Drawings and Prints,640502,1936,1936,1936
Drawings and Prints,335000,1922,1922,1922
Costume Institute,85161,2002,2002,2002
Islamic Art,742004,1948,1948,1948
Greek and Roman Art,750647,2011,2011,2011
Modern and Contemporary Art,480419,1908,1908,1908
Photographs,635419,2013,2013,2013
Greek and Roman Art,766185,2011,2011,2011
Greek and Roman Art,247967,1907,1907,1907
Costume Institute,159161,2009,2009,2009
Drawings and Prints,822039,1963,1963,1963
Photographs,270722,1962,1962,1962
Costume Institute,107344,1987,1987,1987
Medieval Art,465379,1917,1917,1917
Costume Institute,170492,2009,2009,2009
Costume Institute,99666,1984,1984,1984
Costume Institute,80517,1994,1994,1994
Modern and Contemporary Art,496526,1979,1979,1979
Drawings and Prints,402186,1935,1935,1935
Islamic Art,445801,1909,1909,1909
Drawings and Prints,897024,1883,1883,1883
Drawings and Prints,359040,1953,1953,1953
Drawings and Prints,357847,1953,1953,1953
Islamic Art,446875,1917,1917,1917
Egyptian Art,544692,1923,1923,1923
Musical Instruments,500786,1889,1889,1889
Greek and Roman Art,669774,2011,2011,2011
Drawings and Prints,772951,1963,1963,1963
Photographs,266480,1991,1991,1991
Drawings and Prints,335396,1926,1926,1926
Photographs,283243,1999,1999,1999
Drawings and Prints,828515,1919,1919,1919
Drawings and Prints,343815,1943,1943,1943
Drawings and Prints,373934,1917,1917,1917
Egyptian Art,562935,1935,1935,1935
Egyptian Art,568386,1922,1922,1922
Drawings and Prints,394478,2010,2010,2010
Greek and Roman Art,728862,2011,2011,2011
Drawings and Prints,434111,1924,1924,1924
Drawings and Prints,390461,1953,1953,1953
Drawings and Prints,838002,1985,1985,1985
Drawings and Prints,350140,1970,1970,1970
European Sculpture and Decorative Arts,206833,1980,1980,1980
Drawings and Prints,338439,1979,1979,1979
"Arts of Africa, Oceania, and the Americas",310355,1978,1978,1978
Egyptian Art,590539,1926,1926,1926
Egyptian Art,560177,1935,1935,1935
Drawings and Prints,811722,2018,2018,2018
Egyptian Art,567824,1910,1910,1910
Costume Institute,127309,1939,1939,1939
European Sculpture and Decorative Arts,223385,1936,1936,1936
Ancient Near Eastern Art,323738,1940,1940,1940
The American Wing,21622,nan,nan,nan
European Sculpture and Decorative Arts,186041,1881,1881,1881
Drawings and Prints,361347,1920,1920,1920
Drawings and Prints,653965,1963,1963,1963
Asian Art,56120,1929,1929,1929
European Sculpture and Decorative Arts,214548,1908,1908,1908
The American Wing,943,1883,1883,1883
Egyptian Art,564718,1914,1914,1914
Drawings and Prints,755573,1960,1960,1960
Costume Institute,93787,1946,1946,1946
Drawings and Prints,653307,1950,1950,1950
European Sculpture and Decorative Arts,229935,1986,1986,1986
Drawings and Prints,344785,1963,1963,1963
Costume Institute,169170,2009,2009,2009
Egyptian Art,560713,1910,1910,1910
Drawings and Prints,640463,1963,1963,1963
Drawings and Prints,755212,1957,1957,1957
Musical Instruments,506077,1990,1990,1990
Photographs,780702,1963,1963,1963
Modern and Contemporary Art,489837,1969,1969,1969
Modern and Contemporary Art,482416,1982,1982,1982
Drawings and Prints,365013,1917,1917,1917
Arms and Armor,35026,1917,1917,1917
Costume Institute,114051,1945,1945,1945
Photographs,700100,2015,2015,2015
Drawings and Prints,380220,1923,1923,1923
European Sculpture and Decorative Arts,223862,1936,1936,1936
Greek and Roman Art,718594,2011,2011,2011
Costume Institute,100384,1965,1965,1965
European Sculpture and Decorative Arts,226047,1936,1936,1936
Drawings and Prints,373354,1934,1934,1934
Islamic Art,769092,1948,1948,1948
The American Wing,7381,1933,1933,1933
Drawings and Prints,335081,1959,1959,1959
Robert Lehman Collection,459690,1975,1975,1975
Drawings and Prints,722767,1962,1962,1962
Drawings and Prints,712579,2016,2016,2016
Photographs,747388,2015,2015,2015
Arms and Armor,22284,1914,1914,1914
Islamic Art,452512,1974,1974,1974
Photographs,268311,1937,1937,1937
Drawings and Prints,891289,1963,1963,1963
Drawings and Prints,827952,1963,1963,1963
Asian Art,42508,1984,1984,1984
European Sculpture and Decorative Arts,213410,1908,1908,1908
Drawings and Prints,403396,1963,1963,1963
Drawings and Prints,737919,1957,1957,1957
Photographs,276228,1994,1994,1994
European Sculpture and Decorative Arts,229976,1990,1990,1990
Drawings and Prints,373128,1951,1951,1951
Drawings and Prints,775758,1968,1968,1968
Asian Art,61265,1951,1951,1951
Costume Institute,158231,2009,2009,2009
Drawings and Prints,761491,1951,1951,1951
Arms and Armor,31617,1936,1936,1936
Drawings and Prints,378757,1923,1923,1923
Greek and Roman Art,740432,2011,2011,2011
Costume Institute,159297,2009,2009,2009
Asian Art,51873,1989,1989,1989
Photographs,288178,1999,1999,1999
Costume Institute,180663,2009,2009,2009
Drawings and Prints,411012,1920,1920,1920
Drawings and Prints,418645,1963,1963,1963
European Sculpture and Decorative Arts,221038,1920,1920,1920
Drawings and Prints,335127,1968,1968,1968
European Sculpture and Decorative Arts,227211,1946,1946,1946
European Sculpture and Decorative Arts,186800,1885,1885,1885
Musical Instruments,500714,1889,1889,1889
Costume Institute,92202,1991,1991,1991
Drawings and Prints,385230,2009,2009,2009
European Sculpture and Decorative Arts,196485,1929,1929,1929
European Sculpture and Decorative Arts,209630,1936,1936,1936
Modern and Contemporary Art,488373,1949,1949,1949
Egyptian Art,547716,2005,2005,2005
Asian Art,66990,1896,1896,1896
Egyptian Art,564998,1920,1920,1920
European Sculpture and Decorative Arts,228382,1957,1957,1957
Egyptian Art,559845,1927,1927,1927
Islamic Art,450279,1940,1940,1940
Drawings and Prints,775353,1963,1963,1963
Photographs,267157,1995,1995,1995
Photographs,290283,1994,1994,1994
Islamic Art,457728,2011,2011,2011
Greek and Roman Art,764449,2011,2011,2011
Greek and Roman Art,718657,2011,2011,2011
Drawings and Prints,889041,1963,1963,1963
Photographs,287705,1999,1999,1999
Asian Art,52002,1936,1936,1936
Drawings and Prints,418837,1972,1972,1972
Costume Institute,82749,2001,2001,2001
Drawings and Prints,358742,1928,1928,1928
Drawings and Prints,659724,1957,1957,1957
Asian Art,40699,1929,1929,1929
Asian Art,49531,2000,2000,2000
Arms and Armor,27905,1914,1914,1914
Drawings and Prints,366142,1970,1970,1970
European Sculpture and Decorative Arts,217659,1909,1909,1909
